title,venue,published_at,first_seen_at,source_updated_at,group,category,subcategories,paper_url,arxiv_id,doi,source_repos,metadata_sources
Caching for the Future: Scrub Jay Episodic Memory Principles for Agent Memory Systems,arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents | Long Context,https://arxiv.org/abs/2608.04746,2608.04746,,js-lee-AI/awesome-llm-agent-papers | Xnhyacinth/Awesome-LLM-Long-Context-Modeling,source README | arXiv identifier
CURV: Enhancing Chart Understanding Through Curriculum Visual Grounded Reasoning,arXiv,2026-08,2026-09-01,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM | Multimodal Reasoning,https://arxiv.org/abs/2608.02833,2608.02833,,Yuliang-Liu/AWESOME-OCR-LLM | The-Martyr/Awesome-Multimodal-Reasoning,source README | arXiv identifier
CT-PrepAgent: Bounded Policy and Controlled Execution for Adaptive CT Data Preparation,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.01233,2608.01233,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
CADIR: A Cross-Backend Editable Intermediate Representation for Agentic CAD Generation,arXiv,2026-08,2026-08-31,2026-09-02,Cross-disciplinary Applications,Engineering & Manufacturing,AI for CAD | Engineering Agents,https://arxiv.org/abs/2608.00891,2608.00891,,gudo7208/awesome-ai4cad | whut09/Awesome-AI-Engineering-Agents,source README | arXiv identifier
CADENA: Stepwise CAD Reverse Engineering,arXiv,2026-08,2026-08-31,2026-09-02,Cross-disciplinary Applications,Engineering & Manufacturing,AI for CAD | Engineering Agents,https://arxiv.org/abs/2608.00799,2608.00799,,gudo7208/awesome-ai4cad | whut09/Awesome-AI-Engineering-Agents,source README | arXiv identifier
Bridging Online and Offline Handwriting via Differentiable Physical Rendering,ECCV,2026-08,2026-08-31,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2608.03198,2608.03198,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
"Blockchain Empowered Trustworthy Agent Networks: Foundations, Taxonomy, and Future Directions",arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.04626,2608.04626,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Beyond Visual Evidence: Revealing and Mitigating Relational Privacy Leakage in Document MLLMs,arXiv,2026-08,2026-08-31,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2608.12911,2608.12911,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
Beyond Relevance: Bayesian Evidence Acquisition for Agentic Whole-Slide Image Reasoning,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2608.05757,2608.05757,,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Benchmarking LLM Judges for Mobile Agent Evaluation,arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.11434,2608.11434,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
BaT: Towards Self-Evolving Medical Research Agent with Stage Rubrics,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.16211,2608.16211,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
"Auditing Self-Evolution in Financial Agents: Capability Gains, Security Drift, and Execution-Interface Mismatch",arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.17684,2608.17684,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Auditable agentic AI for evidence-grounded thyroid ultrasound diagnosis and reporting,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Agents | Medical Imaging Agents,https://arxiv.org/abs/2608.12590,2608.12590,,AgenticHealthAI/Awesome-AI-Agents-for-Healthcare | Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Argus: A General-Purpose Agentic Runtime for Long-Horizon Reasoning,arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.05144,2608.05144,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Architectural Implications of Agentic AI Workflows,arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.04458,2608.04458,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
An autonomous multimodal AI agent for evidence-grounded ophthalmic diagnosis,Cell,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://doi.org/10.1016/j.xcrm.2026.102969,,10.1016/j.xcrm.2026.102969,Nanboy-Ronan/awesome-medical-imaging-agents,source README | Crossref
An Integrated Diffusion-Weighted Imaging Processing and Interpretation Platform for MR-Guided Radiotherapy,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.20519,2608.20519,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
An Agentic AI Framework Overcomes Fundamental Limitations of Large Language Models for Glaucoma Detection from Fundus Photography,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.07651,2608.07651,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Agentic AI-Powered Flexible Fiber-Bundle Endoscopy for High-Resolution NIR-II Fluorescence Imaging In Vivo,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.08402,2608.08402,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Agent Safety Should Be a Runtime Contract,NeurIPS,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.11274,2608.11274,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
Agent Against Agent: An Agentic System for Automatic Prompt Injection Red Teaming,arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.05108,2608.05108,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
AWM: Answerable Working Memory for Long-Document VQA Agents,EMNLP,2026-08,2026-08-31,2026-09-02,Core Technology,Vision-Language,OCR / Document VLM,https://arxiv.org/abs/2608.25618,2608.25618,,Yuliang-Liu/AWESOME-OCR-LLM,source README | arXiv identifier
AV-AIVAT: 74x Cheaper Agent Evaluation with Certified Anytime-Valid Stopping in Imperfect-Information Games,arXiv,2026-08,2026-08-29,2026-09-02,Core Technology,Language,LLM Agents,https://arxiv.org/abs/2608.06362,2608.06362,,js-lee-AI/awesome-llm-agent-papers,source README | arXiv identifier
A Source-Grounded Framework for Constructing and Evaluating Progressive Multimodal Diagnostic Dialogues from Clinical Case Reports,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.22713,2608.22713,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
A Modular Agent for Reliable and Auditable Spatial Relation Verification in CT Scans,arXiv,2026-08,2026-08-29,2026-09-02,Cross-disciplinary Applications,Medicine & Healthcare,Medical Imaging Agents,https://arxiv.org/abs/2608.21140,2608.21140,,Nanboy-Ronan/awesome-medical-imaging-agents,source README | arXiv identifier
Visual Information-Guided Parallel Decoding for Diffusion Multimodal Large Language Models,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.26580,2608.26580,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Unsure but Certain: Uncovering the Representation-Confidence Gap in Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.08791,2608.08791,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Trajectory-Level Speculative Decoding for Diffusion Language Models,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.27514,2608.27514,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Survival-Guided Length Control for Efficient Diffusion Language Models,EMNLP,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.26374,2608.26374,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
"Stoicheia: Character-Level Masked Diffusion for Ancient Greek Textual Restoration, Parsing, and Metrical Scansion",arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.07249,2608.07249,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Speculative Correction: Draft-then-Refine Decoding for Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM | Diffusion x Autoregression,https://arxiv.org/abs/2608.02625,2608.02625,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs | tuteng0915/awesome-diffusion-ar,source README | arXiv identifier
Simplex Relaxation for Discrete Diffusion,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.10615,2608.10615,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Serving Masked Diffusion LLMs: Characterization and Design Principles from Real Hardware,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.23807,2608.23807,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Semantic Reasoning Denoising: Correcting Language Model Reasoning with Semantic Operators,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.22090,2608.22090,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
SelFusion: Self-distillation for Diffusion Language Models,ACL,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.22898,2608.22898,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Scaling Inherently Interpretable Language Models,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.07594,2608.07594,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
SAC-Copula: Quality-Preserving Watermarking for Diffusion Language Models via Smooth Correlated Gumbel Fields,EMNLP Findings,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.20839,2608.20839,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Ripple-Pivot Search: Active Parallel Decoding for Diffusion Large Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.11742,2608.11742,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Retrofitting Linear Attention into Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM | Long Context,https://arxiv.org/abs/2608.06628,2608.06628,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs | Xnhyacinth/Awesome-LLM-Long-Context-Modeling,source README | arXiv identifier
Reducing Pretraining-Generation Mismatch in Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM | Diffusion x Autoregression,https://arxiv.org/abs/2608.09424,2608.09424,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs | tuteng0915/awesome-diffusion-ar,source README | arXiv identifier
ReTrace: Rejected-Trajectory Conditioning for Speculative Decoding,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.29748,2608.29748,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
REFLEX: Rethinking MoE Inference as Refinement-Aware Compute Allocation in Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.01784,2608.01784,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Prefix-Denoising Consistency: Test-Time Verification for Diffusion Language Models,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.25311,2608.25311,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
OPTD: On-Policy Transition Distillation with Consistency-Guided Adaptive Compression for Few-Step Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM | Multimodal Reasoning,https://arxiv.org/abs/2608.02942,2608.02942,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs | The-Martyr/Awesome-Multimodal-Reasoning,source README | arXiv identifier
Minimax Optimality of Score-Entropy Discrete Diffusion,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.20635,2608.20635,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
MDLMPE: Distribution Aware Positional Encoding for Masked Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.03769,2608.03769,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Lost in Interpolation: Why Predictive Feedback Fails in Diffusion Language Models,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.06529,2608.06529,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
LiLiCorr: Lightweight Likelihood Correlation of Parallel Drafts for Speculative Decoding,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.20530,2608.20530,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Length-Adaptive Decoding for Masked Diffusion Machine Translation,EMNLP,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.22274,2608.22274,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
LLaDA MoE v2: Scaling Mixture-of-Experts Diffusion Language Models,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.03457,2608.03457,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Is Multimodal Speculative Decoding Ready for Diffusion-Based Parallel Drafting? A Survey and Empirical Diagnosis,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.20743,2608.20743,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Information-Guided Frontier Decoding: Contextual Utility-Driven Commitment in dMLLMs,EMNLP Findings,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.26641,2608.26641,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
GRAFT: Adaptive DLM-Based Draft Tree Construction with Target-Distilled Edge Scoring,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.20375,2608.20375,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Exploring More to Solve More: Boosting Diversity in Text Diffusion Models via Entropy-Based Guidance,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.00024,2608.00024,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs,source README | arXiv identifier
Escaping Confidence Trap: Evolutionary Decoding for Mathematical Reasoning in Diffusion LLMs,arXiv,2026-08,2026-08-29,2026-09-01,Core Technology,Language,Diffusion LLM | Multimodal Reasoning,https://arxiv.org/abs/2608.00605,2608.00605,,AIDASLab/Awesome-Diffusion-LLM | VILA-Lab/Awesome-DLMs | The-Martyr/Awesome-Multimodal-Reasoning,source README | arXiv identifier
EchoChange: A Diffusion Language Model with Dual Pass Remasking for Factual Remote Sensing Disaster Change Captioning,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.01856,2608.01856,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
Discrete Diffusion Inference-Time Control with Nested Sequential Monte Carlo,arXiv,2026-08,2026-09-01,2026-09-01,Core Technology,Language,Diffusion LLM | Multimodal Reasoning,https://arxiv.org/abs/2608.20123,2608.20123,,AIDASLab/Awesome-Diffusion-LLM | The-Martyr/Awesome-Multimodal-Reasoning,source README | arXiv identifier
Diffusion LLMs as Targets and Adversaries: Mechanistic Safety Exploits,arXiv,2026-08,2026-09-02,2026-09-01,Core Technology,Language,Diffusion LLM,https://arxiv.org/abs/2608.07430,2608.07430,,AIDASLab/Awesome-Diffusion-LLM,source README | arXiv identifier
